,State,Year,District,Dem Votes,GOP Votes,D Voteshare,Party,total_votes,net_wasted_votes,total_districts,state_total_dem_votes,state_total_gop_votes,state_total_votes,state_net_wasted_votes,efficiency_gap,dem_state_voteshare,dem_state_seatshare
227,NJ,1948,13,84487,39661,0.680534523,D,124148,-17249,14.0,880881.0,937820.0,1818701.0,265469.0,0.15,0.48,0.36
228,NJ,1948,14,76881,45564,0.627881906,D,122445,-29906,14.0,880881.0,937820.0,1818701.0,265469.0,0.15,0.48,0.36
229,NM,1948,97,108529,73661,0.5956913110000001,D,182190,-56228,2.0,213829.0,150356.0,364185.0,-118621.0,-0.33,0.59,1.0
230,NM,1948,98,105300,76695,0.578587324,D,181995,-62393,2.0,213829.0,150356.0,364185.0,-118621.0,-0.33,0.59,1.0
231,NY,1948,1,48816,101924,0.323842378,R,150740,22263,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
232,NY,1948,2,62142,144052,0.301376374,R,206194,21188,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
233,NY,1948,3,65247,104476,0.384432281,R,169723,45633,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
234,NY,1948,4,62190,58192,0.5166054729999999,D,120382,-56194,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
235,NY,1948,5,83213,72012,0.536079884,D,155225,-66412,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
236,NY,1948,6,76828,55844,0.579082248,D,132672,-45353,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
237,NY,1948,7,65162,43483,0.5997698929999999,D,108645,-32644,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
238,NY,1948,8,61037,25773,0.703110241,D,86810,-8142,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
239,NY,1948,9,59711,26700,0.6910115609999999,D,86411,-10195,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
240,NY,1948,10,69502,32290,0.6827845020000001,D,101792,-13685,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
241,NY,1948,11,74974,41289,0.64486552,D,116263,-24447,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
242,NY,1948,12,55021,29061,0.654373112,D,84082,-16082,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
243,NY,1948,13,66111,44718,0.596513548,D,110829,-34022,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
244,NY,1948,14,103676,0,1.0,D,103676,51837,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
245,NY,1948,15,94828,21703,0.813757713,D,116531,14859,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
246,NY,1948,16,51185,45623,0.528726965,D,96808,-42843,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
247,NY,1948,17,52101,74581,0.4112738979999999,R,126682,40862,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
248,NY,1948,19,77426,20697,0.78907086,D,98123,7667,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
249,NY,1948,20,73866,34819,0.6796338040000001,D,108685,-15296,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
250,NY,1948,21,64654,66527,0.4928610089999999,R,131181,63718,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
251,NY,1948,22,63523,14012,0.819281615,D,77535,10743,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
252,NY,1948,23,121523,0,1.0,D,121523,60761,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
253,NY,1948,24,51202,13905,0.786428495,D,65107,4743,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
254,NY,1948,25,75697,47372,0.615077721,D,123069,-33210,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
255,NY,1948,26,91456,57061,0.615794825,D,148517,-39864,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
256,NY,1948,27,67541,81144,0.454255641,R,148685,60740,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
257,NY,1948,28,46335,88822,0.342823531,R,135157,25092,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
258,NY,1948,29,48063,79229,0.377580681,R,127292,32481,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
259,NY,1948,30,49691,91649,0.351570681,R,141340,28713,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
260,NY,1948,31,58215,77725,0.4282404,R,135940,48461,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
261,NY,1948,32,88476,65341,0.575203001,D,153817,-53774,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
262,NY,1948,33,52059,98618,0.34550064,R,150677,28780,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
263,NY,1948,34,43777,70715,0.3823585929999999,R,114492,30309,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
264,NY,1948,35,62855,62717,0.500549486,D,125572,-62649,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
265,NY,1948,36,71847,78409,0.478163934,R,150256,68567,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
266,NY,1948,37,35503,65848,0.350297481,R,101351,20331,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
267,NY,1948,38,48222,66695,0.419624599,R,114917,38986,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
268,NY,1948,39,37272,70659,0.34533174,R,107931,20579,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
269,NY,1948,40,85505,90305,0.486348899,R,175810,83106,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
270,NY,1948,41,45155,67882,0.39947097,R,113037,33792,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
271,NY,1948,42,69290,75842,0.477427445,R,145132,66015,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
272,NY,1948,43,72388,66729,0.520338995,D,139117,-63900,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
273,NY,1948,44,79795,71275,0.5281988479999999,D,151070,-67016,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
274,NY,1948,45,35406,58340,0.377680114,R,93746,23940,44.0,2868486.0,2604058.0,5472544.0,268438.0,0.05,0.52,0.55
275,NC,1948,1,31850,2507,0.927030882,D,34357,12164,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
276,NC,1948,2,36227,0,1.0,D,36227,18113,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
277,NC,1948,3,34997,9407,0.788149716,D,44404,3387,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
278,NC,1948,4,57658,15866,0.784206518,D,73524,5029,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
279,NC,1948,5,47575,17041,0.73627275,D,64616,-1775,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
280,NC,1948,6,50659,17906,0.73884635,D,68565,-1530,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
281,NC,1948,7,43292,7839,0.8466879190000001,D,51131,9887,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
282,NC,1948,8,46941,27924,0.627008616,D,74865,-18416,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
283,NC,1948,9,51586,35008,0.595722567,D,86594,-26720,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
284,NC,1948,10,48043,32321,0.5978174310000001,D,80364,-24461,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
285,NC,1948,11,40009,21614,0.649254337,D,61623,-12417,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
286,NC,1948,12,52036,30456,0.630800562,D,82492,-19667,12.0,540873.0,217889.0,758762.0,-56406.0,-0.07,0.71,1.0
287,OH,1948,1,69240,73952,0.483546567,R,143192,66885,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
288,OH,1948,2,75062,66968,0.52849398,D,142030,-62922,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
289,OH,1948,3,110204,79162,0.581962971,D,189366,-63642,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
290,OH,1948,4,45534,57321,0.44270089,R,102855,39641,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
291,OH,1948,5,32076,34950,0.478560559,R,67026,30640,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
292,OH,1948,6,46944,41492,0.530824551,D,88436,-38767,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
293,OH,1948,7,0,71737,0.0,R,71737,-35868,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
294,OH,1948,8,36685,43929,0.455069839,R,80614,33064,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
295,OH,1948,9,85409,73394,0.53782989,D,158803,-67387,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
296,OH,1948,10,27913,38330,0.421372824,R,66243,22705,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
297,OH,1948,11,32667,33796,0.4915065529999999,R,66463,32103,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
298,OH,1948,12,87770,95575,0.478714991,R,183345,83868,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
299,OH,1948,13,38264,55408,0.408489196,R,93672,29693,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
300,OH,1948,14,125346,92535,0.5752956889999999,D,217881,-76130,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
301,OH,1948,15,45575,35294,0.563565767,D,80869,-30154,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
302,OH,1948,16,79859,71871,0.526323074,D,151730,-67878,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
303,OH,1948,17,53651,60234,0.471098037,R,113885,50360,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
304,OH,1948,18,65475,55455,0.541428926,D,120930,-50446,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
305,OH,1948,19,134448,63079,0.680656315,D,197527,-27395,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
306,OH,1948,20,64241,0,1.0,D,64241,32120,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
307,OH,1948,21,72417,22932,0.759494069,D,95349,1810,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
308,OH,1948,22,141018,170085,0.453283961,R,311103,126485,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
309,OH,1948,98,1455972,1342409,0.52029084,D,2798381,-1285628,23.0,2925770.0,2679908.0,5605678.0,-1256843.0,-0.22,0.52,0.52
310,OK,1948,1,77949,68423,0.532540377,D,146372,-63661,8.0,457371.0,222390.0,679761.0,-104905.0,-0.15,0.67,1.0
311,OK,1948,2,43801,18236,0.7060463920000001,D,62037,-5454,8.0,457371.0,222390.0,679761.0,-104905.0,-0.15,0.67,1.0
312,OK,1948,3,57300,11007,0.838859853,D,68307,12139,8.0,457371.0,222390.0,679761.0,-104905.0,-0.15,0.67,1.0
313,OK,1948,4,53419,20716,0.720563836,D,74135,-4365,8.0,457371.0,222390.0,679761.0,-104905.0,-0.15,0.67,1.0
314,OK,1948,5,95248,45985,0.674403291,D,141233,-21354,8.0,457371.0,222390.0,679761.0,-104905.0,-0.15,0.67,1.0
315,OK,1948,6,47857,17100,0.736748926,D,64957,-1722,8.0,457371.0,222390.0,679761.0,-104905.0,-0.15,0.67,1.0
316,OK,1948,7,39380,10236,0.793695582,D,49616,4335,8.0,457371.0,222390.0,679761.0,-104905.0,-0.15,0.67,1.0
317,OK,1948,8,42417,30687,0.580228168,D,73104,-24823,8.0,457371.0,222390.0,679761.0,-104905.0,-0.15,0.67,1.0
318,OR,1948,1,45904,88587,0.341316519,R,134491,24563,4.0,176014.0,296387.0,472401.0,115830.0,0.25,0.37,0.0
319,OR,1948,2,30743,42730,0.418425816,R,73473,24750,4.0,176014.0,296387.0,472401.0,115830.0,0.25,0.37,0.0
320,OR,1948,3,66436,99464,0.400458107,R,165900,49923,4.0,176014.0,296387.0,472401.0,115830.0,0.25,0.37,0.0
321,OR,1948,4,32931,65606,0.334199336,R,98537,16594,4.0,176014.0,296387.0,472401.0,115830.0,0.25,0.37,0.0
322,PA,1948,1,70165,61165,0.5342648289999999,D,131330,-56666,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
323,PA,1948,2,82863,69604,0.54348154,D,152467,-62975,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
324,PA,1948,3,70075,76009,0.4796897679999999,R,146084,67109,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
325,PA,1948,4,70129,50236,0.582636148,D,120365,-40290,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
326,PA,1948,5,77221,75007,0.507271987,D,152228,-73901,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
327,PA,1948,6,65535,86755,0.430330291,R,152290,54926,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
328,PA,1948,7,56263,91394,0.3810384879999999,R,147657,38698,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
329,PA,1948,8,42878,62229,0.407946188,R,105107,33203,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
330,PA,1948,9,36677,74726,0.329228118,R,111403,17653,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
331,PA,1948,10,64289,45587,0.585105027,D,109876,-36237,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
332,PA,1948,11,68628,63797,0.518240513,D,132425,-61382,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
333,PA,1948,12,44345,68089,0.394409164,R,112434,32474,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
334,PA,1948,13,40415,37261,0.520302281,D,77676,-35685,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
335,PA,1948,14,25484,47715,0.348146833,R,73199,14369,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
336,PA,1948,15,30457,48760,0.384475554,R,79217,21306,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
337,PA,1948,16,42118,84997,0.331337765,R,127115,20679,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
338,PA,1948,17,21339,38735,0.355211905,R,60074,12642,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
339,PA,1948,18,46586,81704,0.3631304079999999,R,128290,29028,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
340,PA,1948,19,24800,43520,0.3629976579999999,R,68320,15441,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
341,PA,1948,20,54041,37904,0.587753548,D,91945,-29836,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
342,PA,1948,21,54152,46701,0.5369399029999999,D,100853,-42976,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
343,PA,1948,22,30454,46451,0.395995059,R,76905,22456,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
344,PA,1948,23,42084,35384,0.5432436620000001,D,77468,-32035,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
345,PA,1948,24,56282,29768,0.654061592,D,86050,-16512,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
346,PA,1948,25,51391,56966,0.474274851,R,108357,48604,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
347,PA,1948,26,62061,50005,0.5537897310000001,D,112066,-43978,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
348,PA,1948,27,64943,39517,0.6217020870000001,D,104460,-26805,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
349,PA,1948,28,54402,65276,0.454569762,R,119678,48966,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
350,PA,1948,29,63454,53609,0.5420500070000001,D,117063,-48687,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
351,PA,1948,30,56233,56932,0.496911589,R,113165,55884,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
352,PA,1948,31,58113,75147,0.436087348,R,133260,49597,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
353,PA,1948,32,80600,30328,0.726597433,D,110928,-5193,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
354,PA,1948,33,74508,33107,0.692357013,D,107615,-12407,33.0,1782985.0,1864385.0,3647370.0,-42530.0,-0.01,0.49,0.48
355,RI,1948,1,95045,58209,0.620179571,D,153254,-39792,2.0,193631.0,124881.0,318512.0,-90508.0,-0.28,0.61,1.0
356,RI,1948,2,98586,66672,0.596558109,D,165258,-50716,2.0,193631.0,124881.0,318512.0,-90508.0,-0.28,0.61,1.0
357,SC,1948,1,24529,2989,0.891380188,D,27518,7780,6.0,133732.0,4399.0,138131.0,60263.0,0.44,0.97,1.0
358,SC,1948,2,27677,0,1.0,D,27677,13838,6.0,133732.0,4399.0,138131.0,60263.0,0.44,0.97,1.0
359,SC,1948,3,19181,0,1.0,D,19181,9590,6.0,133732.0,4399.0,138131.0,60263.0,0.44,0.97,1.0
360,SC,1948,4,26098,1410,0.948742184,D,27508,10933,6.0,133732.0,4399.0,138131.0,60263.0,0.44,0.97,1.0
361,SC,1948,5,14544,0,1.0,D,14544,7271,6.0,133732.0,4399.0,138131.0,60263.0,0.44,0.97,1.0
362,SC,1948,6,21703,0,1.0,D,21703,10851,6.0,133732.0,4399.0,138131.0,60263.0,0.44,0.97,1.0
363,TN,1948,1,0,54439,0.0,R,54439,-27219,10.0,283231.0,150778.0,434009.0,45476.0,0.1,0.65,0.8
364,TN,1948,2,31743,43849,0.419925389,R,75592,25691,10.0,283231.0,150778.0,434009.0,45476.0,0.1,0.65,0.8
365,TN,1948,3,44683,20740,0.682986106,D,65423,-8769,10.0,283231.0,150778.0,434009.0,45476.0,0.1,0.65,0.8
366,TN,1948,4,21445,11910,0.642932094,D,33355,-7143,10.0,283231.0,150778.0,434009.0,45476.0,0.1,0.65,0.8
367,TN,1948,5,27777,0,1.0,D,27777,13888,10.0,283231.0,150778.0,434009.0,45476.0,0.1,0.65,0.8
368,TN,1948,6,28951,6056,0.827006027,D,35007,5391,10.0,283231.0,150778.0,434009.0,45476.0,0.1,0.65,0.8
369,TN,1948,7,28058,0,1.0,D,28058,14028,10.0,283231.0,150778.0,434009.0,45476.0,0.1,0.65,0.8
370,TN,1948,8,25170,11229,0.6915025140000001,D,36399,-4259,10.0,283231.0,150778.0,434009.0,45476.0,0.1,0.65,0.8
371,TN,1948,9,26033,2555,0.910626836,D,28588,9183,10.0,283231.0,150778.0,434009.0,45476.0,0.1,0.65,0.8
372,TN,1948,10,49371,0,1.0,D,49371,24685,10.0,283231.0,150778.0,434009.0,45476.0,0.1,0.65,0.8
373,TX,1948,1,40162,0,1.0,D,40162,20080,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
374,TX,1948,2,55072,3978,0.932633362,D,59050,21568,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
375,TX,1948,3,36361,4642,0.8867887720000001,D,41003,11217,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
376,TX,1948,4,38211,0,1.0,D,38211,19105,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
377,TX,1948,5,66484,0,1.0,D,66484,33241,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
378,TX,1948,6,18731,0,1.0,D,18731,9365,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
379,TX,1948,7,27945,0,1.0,D,27945,13972,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
380,TX,1948,8,100721,17124,0.854690483,D,117845,24674,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
381,TX,1948,9,55606,0,1.0,D,55606,27802,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
382,TX,1948,10,45007,0,1.0,D,45007,22503,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
383,TX,1948,11,39795,0,1.0,D,39795,19897,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
384,TX,1948,12,61206,7480,0.891098623,D,68686,19382,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
385,TX,1948,13,44274,0,1.0,D,44274,22136,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
386,TX,1948,14,59163,7202,0.891478942,D,66365,18778,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
387,TX,1948,15,27402,0,1.0,D,27402,13700,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
388,TX,1948,16,37173,0,1.0,D,37173,18586,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
389,TX,1948,17,34078,0,1.0,D,34078,17038,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
390,TX,1948,18,48985,6266,0.886590288,D,55251,15093,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
391,TX,1948,19,58585,2724,0.955569329,D,61309,25206,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
392,TX,1948,20,43709,14376,0.752500646,D,58085,290,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
393,TX,1948,21,45274,0,1.0,D,45274,22636,21.0,983944.0,63792.0,1047736.0,396269.0,0.38,0.94,1.0
394,UT,1948,1,66641,46229,0.59042261,D,112870,-36024,2.0,159411.0,114922.0,274333.0,-92679.0,-0.34,0.58,1.0
395,UT,1948,2,92770,68693,0.5745588770000001,D,161463,-56655,2.0,159411.0,114922.0,274333.0,-92679.0,-0.34,0.58,1.0
396,VA,1948,1,24746,5753,0.811370865,D,30499,3743,9.0,255176.0,121474.0,376650.0,-54628.0,-0.15,0.68,1.0
397,VA,1948,2,28071,15800,0.6398532060000001,D,43871,-9665,9.0,255176.0,121474.0,376650.0,-54628.0,-0.15,0.68,1.0
398,VA,1948,3,33950,11291,0.7504254990000001,D,45241,38,9.0,255176.0,121474.0,376650.0,-54628.0,-0.15,0.68,1.0
399,VA,1948,4,22029,0,1.0,D,22029,11014,9.0,255176.0,121474.0,376650.0,-54628.0,-0.15,0.68,1.0
400,VA,1948,5,23879,0,1.0,D,23879,11939,9.0,255176.0,121474.0,376650.0,-54628.0,-0.15,0.68,1.0
401,VA,1948,6,29589,15854,0.651123385,D,45443,-8987,9.0,255176.0,121474.0,376650.0,-54628.0,-0.15,0.68,1.0
402,VA,1948,7,25799,16890,0.604347724,D,42689,-12436,9.0,255176.0,121474.0,376650.0,-54628.0,-0.15,0.68,1.0
403,VA,1948,8,33563,25420,0.569028364,D,58983,-21349,9.0,255176.0,121474.0,376650.0,-54628.0,-0.15,0.68,1.0
404,VA,1948,9,33550,30466,0.5240877279999999,D,64016,-28925,9.0,255176.0,121474.0,376650.0,-54628.0,-0.15,0.68,1.0
405,WA,1948,1,100030,92215,0.520325626,D,192245,-88308,6.0,402505.0,401334.0,803839.0,78611.0,0.1,0.5,0.33
406,WA,1948,2,83824,48413,0.633892178,D,132237,-30708,6.0,402505.0,401334.0,803839.0,78611.0,0.1,0.5,0.33
407,WA,1948,3,56947,61856,0.479339747,R,118803,54493,6.0,402505.0,401334.0,803839.0,78611.0,0.1,0.5,0.33
408,WA,1948,4,51195,58105,0.4683897529999999,R,109300,47741,6.0,402505.0,401334.0,803839.0,78611.0,0.1,0.5,0.33
409,WA,1948,5,56343,67757,0.454012893,R,124100,50637,6.0,402505.0,401334.0,803839.0,78611.0,0.1,0.5,0.33
410,WA,1948,6,54166,72988,0.425987385,R,127154,44756,6.0,402505.0,401334.0,803839.0,78611.0,0.1,0.5,0.33
411,WV,1948,1,68829,51381,0.5725729970000001,D,120210,-42658,6.0,442554.0,316077.0,758631.0,-252844.0,-0.33,0.58,1.0
412,WV,1948,2,61786,51226,0.546720702,D,113012,-45947,6.0,442554.0,316077.0,758631.0,-252844.0,-0.33,0.58,1.0
413,WV,1948,3,68055,51123,0.571036601,D,119178,-42658,6.0,442554.0,316077.0,758631.0,-252844.0,-0.33,0.58,1.0
414,WV,1948,4,72378,64001,0.530712206,D,136379,-59813,6.0,442554.0,316077.0,758631.0,-252844.0,-0.33,0.58,1.0
415,WV,1948,5,71664,38446,0.650840069,D,110110,-21838,6.0,442554.0,316077.0,758631.0,-252844.0,-0.33,0.58,1.0
416,WV,1948,6,99842,59900,0.625020345,D,159742,-39930,6.0,442554.0,316077.0,758631.0,-252844.0,-0.33,0.58,1.0
417,WI,1948,1,61791,67387,0.478339965,R,129178,58994,10.0,513818.0,676501.0,1190319.0,112074.0,0.09,0.43,0.2
418,WI,1948,2,62953,74306,0.4586438779999999,R,137259,57277,10.0,513818.0,676501.0,1190319.0,112074.0,0.09,0.43,0.2
419,WI,1948,3,30650,69727,0.305348835,R,100377,11112,10.0,513818.0,676501.0,1190319.0,112074.0,0.09,0.43,0.2
420,WI,1948,4,89391,63161,0.585970685,D,152552,-50047,10.0,513818.0,676501.0,1190319.0,112074.0,0.09,0.43,0.2
421,WI,1948,5,91072,76782,0.542566754,D,167854,-69638,10.0,513818.0,676501.0,1190319.0,112074.0,0.09,0.43,0.2
422,WI,1948,6,47844,60675,0.44088132,R,108519,41429,10.0,513818.0,676501.0,1190319.0,112074.0,0.09,0.43,0.2
423,WI,1948,7,37307,64531,0.366336731,R,101838,23696,10.0,513818.0,676501.0,1190319.0,112074.0,0.09,0.43,0.2
424,WI,1948,8,53287,70905,0.429069505,R,124192,44479,10.0,513818.0,676501.0,1190319.0,112074.0,0.09,0.43,0.2
425,WI,1948,9,0,76903,0.0,R,76903,-38451,10.0,513818.0,676501.0,1190319.0,112074.0,0.09,0.43,0.2
426,WI,1948,10,39523,52124,0.4312525229999999,R,91647,33223,10.0,513818.0,676501.0,1190319.0,112074.0,0.09,0.43,0.2
